,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
NBFCINCC30ZA06884,Q2,FY21,Retail,NBFC,Credit Card,17136,5483,48,314928,Y,M
NBFCINCC30ZA06655,Q2,FY20,Retail,NBFC,Credit Card,34020,10677,52,295728,N,M
NBFCINCC30ZA010174,Q2,FY21,Retail,NBFC,Credit Card,41690,14458,47,314580,N,M
NBFCINCC30ZA03856,Q2,FY20,Retail,NBFC,Credit Card,33708,16179,38,326040,N,M
NBFCINCC30ZA09077,Q2,FY20,Retail,NBFC,Credit Card,18700,8709,56,318780,Y,M
NBFCINCC30ZA03268,Q2,FY20,Retail,NBFC,Credit Card,30672,11700,36,326340,Y,M
NBFCINCC30ZA01463,Q2,FY20,Retail,NBFC,Credit Card,53460,14646,50,332640,N,M
NBFCINCC30ZA02331,Q2,FY20,Retail,NBFC,Credit Card,25787,8748,37,334464,N,M
PVTN65CCL11317,Q2,FY20,Retail,PVT Bank,Credit Card,30870,19301,34,395112,N,M
PVTN19CCL8155,Q2,FY20,Retail,PVT Bank,Credit Card,12753,3787,56,404172,N,M
PVTN36CCL1373,Q2,FY21,Retail,PVT Bank,Credit Card,86108,59230,38,412020,N,F
PVTN99CCL11766,Q2,FY19,Retail,PVT Bank,Credit Card,34992,21481,61,414336,N,M
PVTN27CCL3735,Q2,FY20,Retail,PVT Bank,Credit Card,11970,7632,48,438240,Y,M
PVTN26CCL4919,Q2,FY19,Retail,PVT Bank,Credit Card,54796,35271,24,435564,N,F
PVTN33CCL3244,Q2,FY21,Retail,PVT Bank,Credit Card,24543,17216,53,422100,N,M
PVTN18CCL11140,Q2,FY20,Retail,PVT Bank,Credit Card,42680,27489,55,414060,N,M
PVTN24CCL110,Q2,FY21,Retail,PVT Bank,Credit Card,60701,42971,39,431424,Y,F
PVTN57CCL1960,Q2,FY20,Retail,PVT Bank,Credit Card,45686,14501,47,412080,N,M
PVTN10CCL6362,Q2,FY20,Retail,PVT Bank,Credit Card,30456,8632,55,446028,N,M
PVTN1CCL7907,Q2,FY19,Retail,PVT Bank,Credit Card,43890,16928,43,437844,Y,M
PVTN19CCL2691,Q2,FY21,Retail,PVT Bank,Credit Card,54978,35735,49,413292,N,M
PVTN68CCL7443,Q2,FY21,Retail,PVT Bank,Credit Card,64570,40825,40,428064,N,M
PVTN15CCL11955,Q2,FY20,Retail,PVT Bank,Credit Card,48290,20397,39,416928,N,M
PVTN79CCL10814,Q2,FY19,Retail,PVT Bank,Credit Card,52488,33169,28,451008,Y,F
PVTN48CCL3443,Q2,FY21,Retail,PVT Bank,Credit Card,46110,30819,53,425952,N,M
PVTN96CCL2959,Q2,FY19,Retail,PVT Bank,Credit Card,67053,44853,34,453600,N,M
PVTN67CCL2419,Q2,FY19,Retail,PVT Bank,Credit Card,45368,17011,41,451968,N,F
PVTN87CCL7890,Q2,FY21,Retail,PVT Bank,Credit Card,32017,12063,46,461724,N,M
PVTN77CCL4100,Q2,FY21,Retail,PVT Bank,Credit Card,96036,64190,37,432072,Y,F
PVTN10CCL10955,Q2,FY21,Retail,PVT Bank,Credit Card,21010,5299,30,466956,N,F
PVTN73CCL3559,Q2,FY19,Retail,PVT Bank,Credit Card,74665,45415,50,439416,Y,F
PVTN70CCL5706,Q2,FY19,Retail,PVT Bank,Credit Card,61568,39249,26,443724,Y,M
PVTN9CCL3567,Q2,FY19,Retail,PVT Bank,Credit Card,67569,43919,49,477840,N,M
PVTN35CCL3976,Q2,FY21,Retail,PVT Bank,Credit Card,54802,36293,33,446760,N,M
PVTN32CCL10700,Q2,FY19,Retail,PVT Bank,Credit Card,63494,39713,57,447984,N,M
PVTN95CCL5169,Q2,FY19,Retail,PVT Bank,Credit Card,41088,10460,43,456084,Y,M
PSUN21CC6376,Q2,FY21,Retail,PSU Bank,Credit Card,36771,10288,65,479232,N,M
PSUN20CC113,Q2,FY20,Retail,PSU Bank,Credit Card,46116,12848,45,553080,N,M
PSUN51CC1076,Q2,FY20,Retail,PSU Bank,Credit Card,26814,10993,34,555900,N,M
PSUN47CC9733,Q2,FY21,Retail,PSU Bank,Credit Card,18060,7773,42,615036,Y,M
PSUN45CC1958,Q2,FY19,Retail,PSU Bank,Credit Card,37648,14581,37,633876,N,M
PSUN62CC2501,Q2,FY19,Retail,PSU Bank,Credit Card,27878,14083,47,860280,N,M
PSUN12CC10416,Q2,FY20,Retail,PSU Bank,Credit Card,25896,14242,28,1099104,N,M
PSUN78CC1785,Q2,FY19,Retail,PSU Bank,Credit Card,40981,15572,43,1333200,N,M
NBFCIN105TWL10082,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,45900,29430,36,361896,N,M
NBFCIN110TWL8873,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,22440,14627,45,1182486,Y,M
NBFCIN137TWL10942,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,76220,45132,53,718224,Y,M
NBFCIN174TWL7462,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,52800,34531,57,623160,N,M
NBFCIN175TWL2511,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,48400,26030,34,594236,N,M
NBFCIN175TWL4974,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,74800,38148,36,736949,N,M
NBFCIN247TWL900,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,99960,59554,53,1253340,N,M
NBFCIN283TWL462,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,73830,40958,51,771056,N,M
NBFCIN36TWL2489,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,70400,37273,48,956670,N,F
NBFCIN378TWL7145,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,104760,58151,25,1147284,Y,M
NBFCIN404TWL9809,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,68200,40076,52,959724,N,M
NBFCIN434TWL3199,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,70350,42504,27,885768,N,M
NBFCIN477TWL6522,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,80300,49822,54,1151592,N,M
NBFCIN497TWL6194,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,46920,28842,36,552860,N,M
NBFCIN6TWL8215,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,86670,56667,29,865200,Y,M
PVT113TWL10615,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,69010,24843,34,680626,N,M
PVT179TWL8898,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,33990,11107,61,446930,N,M
PVT313TWL4819,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,25500,8240,30,780122,Y,F
PVT328TWL8854,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,62130,23256,31,386984,Y,M
PVT366TWL1848,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,66000,18096,32,2981880,N,M
PVT38TWL601,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,95040,33880,49,762804,Y,M
PVT427TWL700,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,64200,18786,50,878900,N,M
PVT452TWL2891,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,69760,21708,53,599827,N,F
PVT459TWL3077,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,142140,42117,32,1266408,Y,F
PVT494TWL8627,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,86100,24108,57,578121,N,F
PVT69TWL7918,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,74800,25466,43,715335,N,M
PVT7TWL5729,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,65270,21276,35,491715,N,M
PVTN450TWL7669,Q2,FY21,Retail,PSU Bank,Two-Wheeler Loan,63630,23373,35,571780,Y,M
NBFCIN000COML481,Q3,FY19,Commercial,NBFC,Commercial Loan,4492860,2202810,50,3435075,Y,M
NBFCIN000COML679,Q3,FY20,Commercial,NBFC,Commercial Loan,11880210,4071100,48,5829075,N,F
NBFCIN000COML694,Q3,FY20,Commercial,NBFC,Commercial Loan,13057080,6282180,28,6343770,N,M
NBFCIN000COML888,Q3,FY19,Commercial,NBFC,Commercial Loan,16541280,4173610,30,8270640,N,M
PVT00COM95,Q3,FY19,Commercial,PVT Bank,Commercial Loan,6430600,3127610,56,3010690,N,M
PVT00MICROV1453,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,61480,29348,26,537660,N,M
PVT00MICROV2216,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,77040,26193,30,855360,N,M
PVT00MICROV1725,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,80080,34434,22,906290,N,F
PVT00MICROV748,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,93450,32395,30,635460,Y,M
PVT00MICROV1919,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,97760,45261,35,774560,Y,M
PVT00MICROV187,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,104860,46305,28,1270080,Y,M
PVT00MICROV2403,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,108070,38562,39,1177000,N,F
PVT00MICROV293,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,116550,44766,40,1209900,N,F
PSUIN300277MICRO0132251,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7280,3635,51,87360,N,M
PSUIN30084MICRO0148522,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,13910,5194,27,170040,Y,F
PSUIN300470MICRO0117314,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,17170,5929,47,335278,Y,M
PSUIN30077MICRO01477,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,19260,7371,45,459550,N,M
PSUIN300134MICRO011040,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,19190,8443,31,517096,Y,M
PSUIN3000MICRO0115589,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,26160,10771,45,120435,Y,M
PSUIN30014MICRO0114499,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,26780,9919,37,364004,N,M
PSUIN30020MICRO0146881,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,28340,11627,26,595134,Y,F
PSUIN30045MICRO0126205,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,28620,10978,56,451348,N,M
PSUIN300452MICRO017356,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,29430,10845,41,809568,N,M
PSUIN300101MICRO0138761,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,30240,10486,21,629802,N,M
PSUIN300487MICRO0127367,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,34980,14955,40,829892,Y,M
PSUIN300291MICRO0113454,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,34340,12362,24,294576,Y,M
PSUIN300322MICRO0138619,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,37060,13219,48,555864,N,M
PSUIN300461MICRO0114733,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,37450,13832,31,698672,Y,F
PSUIN300129MICRO0128683,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,37800,12740,33,304236,N,F
PSUIN300144MICRO0145950,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,38150,13965,58,631149,Y,F
PSUIN300326MICRO0129032,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36750,15351,40,435766,N,M
PSUIN300170MICRO012332,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,37100,13209,52,425754,Y,M
PSUIN300313MICRO0128660,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,35700,15435,48,451758,N,F
PSUIN300188MICRO0142229,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,37440,17010,46,601952,N,F
PSUIN300263MICRO0122706,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,38880,15202,34,660135,N,F
PSUIN300364MICRO0116957,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,38480,14119,42,648670,N,M
PSUIN300301MICRO0129809,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,40560,14574,25,598945,Y,M
PSUIN300246MICRO01594,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,44290,17647,55,395928,N,M
PSUIN300335MICRO013519,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,48760,20240,42,528990,Y,M
PSUIN300215MICRO0147558,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,48410,20618,58,475508,N,M
PSUIN300146MICRO0149683,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,52800,21648,51,299980,N,M
PSUIN30053MICRO0123407,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,49920,21254,52,420992,N,F
PSUIN300236MICRO0137365,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,53000,24300,47,649095,N,F
PSUIN300413MICRO0140772,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,54080,21340,40,493890,N,F
PSUIN30084MICRO0116067,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,53560,21699,44,684972,Y,M
PSUIN300211MICRO0141546,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,57240,22684,50,620736,Y,F
PSUIN300307MICRO0128077,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,58860,23468,51,464736,Y,M
PSUIN300416MICRO0119447,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,58240,25956,49,774787,N,M
PSUIN3000MICRO011067,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,61040,23419,50,544968,N,M
PSUIN30085MICRO0111851,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,61480,21315,39,593028,N,M
PSUIN300275MICRO0129676,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,60770,29205,41,711848,N,M
PSUIN300355MICRO0130982,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,84800,33128,43,618084,Y,M
PSUIN300162MICRO018710,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,91300,35905,50,422094,Y,F
PSUIN300441MICRO0124811,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,89880,36624,36,557924,Y,F
PSUIN300234MICRO0140014,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,88400,29648,54,956016,Y,F
PSUIN3002MICRO0129691,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,90950,32130,62,454080,Y,M
PSUIN300101MICRO0121241,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,95550,35035,45,363324,Y,M
PSUIN300262MICRO0133816,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,93840,39468,41,363796,Y,M
PSUIN300150MICRO0139574,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,103680,41184,27,529360,N,M
PSUIN300259MICRO0127224,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,102720,42105,42,457674,N,M
PSUIN300243MICRO0142769,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,105730,38062,50,378420,N,M
PSUIN300362MICRO0139668,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,107100,43407,51,695784,N,M
NBFCIN0002026G,Q3,FY19,Microfinance,NBFC,Microfinance Loan,4240,1512,40,610050,N,M
NBFCIN000700,Q3,FY21,Microfinance,NBFC,Microfinance Loan,4200,1346,42,180810,N,M
NBFCIN0001491,Q3,FY20,Microfinance,NBFC,Microfinance Loan,5100,1868,57,721136,N,M
NBFCIN0001171,Q3,FY20,Microfinance,NBFC,Microfinance Loan,5400,1515,50,508434,Y,M
NBFCIN00095Y,Q3,FY20,Microfinance,NBFC,Microfinance Loan,5050,1566,35,579592,N,F
NBFCIN000888,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6300,2224,47,374197,N,F
NBFCIN000390,Q3,FY20,Microfinance,NBFC,Microfinance Loan,6120,1914,27,578340,N,M
NBFCIN0001859,Q3,FY20,Microfinance,NBFC,Microfinance Loan,6300,2184,45,256372,N,F
NBFCIN0001213,Q3,FY19,Microfinance,NBFC,Microfinance Loan,6480,1700,40,258615,N,M
NBFCIN000167,Q3,FY19,Microfinance,NBFC,Microfinance Loan,6180,2182,56,230464,N,M
NBFCIN000862X,Q3,FY19,Microfinance,NBFC,Microfinance Loan,7630,2022,59,399738,N,F
NBFCIN000212,Q3,FY19,Microfinance,NBFC,Microfinance Loan,7140,1946,43,431531,N,M
NBFCIN000886,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7210,2545,48,460421,N,M
NBFCIN0001189,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7700,2329,39,555030,N,F
NBFCIN0001677,Q3,FY21,Microfinance,NBFC,Microfinance Loan,7420,2356,47,453495,N,M
NBFCIN0002294,Q3,FY20,Microfinance,NBFC,Microfinance Loan,8640,2459,48,556336,Y,M
NBFCIN0009,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8400,2225,40,735315,N,M
NBFCIN0002345R,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8320,2419,43,626314,N,M
NBFCIN0002020,Q3,FY21,Microfinance,NBFC,Microfinance Loan,8160,2604,61,546308,Y,M
NBFCIN0001443,Q3,FY21,Microfinance,NBFC,Microfinance Loan,9720,2317,61,758780,N,F
NBFCIN000218,Q3,FY21,Microfinance,NBFC,Microfinance Loan,13520,3967,25,632170,Y,F
NBFCIN0001883,Q3,FY21,Microfinance,NBFC,Microfinance Loan,15400,4004,40,685083,Y,F
NBFCIN0002009,Q3,FY21,Microfinance,NBFC,Microfinance Loan,16200,4171,59,705557,Y,M
NBFCIN000103,Q3,FY21,Microfinance,NBFC,Microfinance Loan,16960,6278,37,423029,N,M
NBFCIN0001921,Q3,FY20,Microfinance,NBFC,Microfinance Loan,17850,6188,57,654278,Y,F
NBFCIN0002278,Q3,FY19,Microfinance,NBFC,Microfinance Loan,47300,15497,43,881629,Y,F
NBFCIN000235R,Q3,FY21,Microfinance,NBFC,Microfinance Loan,44720,12719,46,567454,N,F
NBFCIN000862,Q3,FY20,Microfinance,NBFC,Microfinance Loan,49980,15435,35,787930,N,M
NBFCIN0002447,Q3,FY20,Microfinance,NBFC,Microfinance Loan,85320,30106,42,1067688,Y,M
NBFCIN000988,Q3,FY19,Microfinance,NBFC,Microfinance Loan,93930,36818,36,613979,N,M
PVT00MICRO22,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,4200,1369,31,418284,Y,M
PVT00MICRO74,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,4080,1848,39,936036,N,M
PVT00MICRO35,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,3270,998,48,603636,Y,M
PVT00MICRO41,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,5050,2288,56,806112,Y,F
PVT00MICRO48,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,5250,2193,40,797117,Y,F
PVT00MICRO11,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,5150,2491,51,679142,Y,M
PVT00MICRO90,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,5450,2346,54,845513,N,F
PVT00MICRO30L,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,6480,2419,52,795778,Y,M
PVT00MICRO58,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,6600,2112,49,709128,N,F
PVT00MICRO93,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,6060,2363,60,444414,N,M
PVT00MICRO32,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,6240,2016,56,773850,N,M
PVT00MICRO62,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7140,2570,50,882232,Y,M
PVT00MICRO4,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7630,3204,30,717704,N,M
PVT00MICRO17L,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,7630,2419,49,774800,N,M
PVT00MICRO605,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7210,3070,47,836094,N,F
PVT00MICRO19,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,7070,3696,46,511498,Y,M
PVT00MICRO33M,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7560,3213,43,702135,N,M
PVT00MICRO42,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7630,2333,61,575564,N,F
PVT00MICRO64,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,8800,2937,38,478440,Y,M
PVT00MICRO3P,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,8160,3345,58,895653,Y,M
PVT00MICROV1249,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,25920,9828,61,754470,Y,M
PVT00MICROV2330,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,29120,12882,50,761256,N,F
PVT00MICROV1166,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,37800,12726,61,380520,N,M
PVT00MICROV726,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,65520,23543,42,444602,N,F
PVT00MICROV242,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,100580,38728,42,549142,N,F
PSUIN300398MICRO011866,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,6180,2142,28,796087,N,M
PSUIN30027MICRO0110891,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,8160,4098,55,537600,N,M
PSUIN300182MICRO0121740,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,2060,852,46,324972,Y,M
PSUIN300272MICRO0141174,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,4040,1470,40,478380,N,F
PSUIN30015MICRO0139326,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,5100,2266,36,713161,Y,F
PSUIN300408MICRO019,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,6420,1999,42,828604,N,M
PSUIN300340MICRO0143912,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6180,2416,52,559439,N,M
PSUIN300374MICRO0121738,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,6480,2876,33,633150,N,M
PSUIN300445MICRO0113974,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6600,2059,47,778746,N,M
PSUIN300128MICRO0122800,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6180,2719,36,498882,N,F
PSUIN300182MICRO0130586,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7210,3402,52,606040,N,F
PSUIN300368MICRO0134972,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7700,2721,48,638544,Y,F
PSUIN300346MICRO0130701,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7280,3355,47,1052460,Y,M
PSUIN300109MICRO0144974,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7420,3172,53,489345,Y,M
PSUIN300341MICRO0128063,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7560,3250,51,677022,Y,M
PSUIN300470MICRO0141923,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,7140,3116,35,607068,N,M
PSUIN300206MICRO0130661,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,8560,3213,45,582294,N,F
PSUIN300197MICRO0127236,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,8720,3955,43,595192,Y,F
PSUIN300108MICRO0135860,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,8320,3790,46,770186,N,M
PSUIN300446MICRO0131581,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,9540,3370,27,413424,Y,M
PSUIN300456MICRO0149052,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,9450,4333,44,1023990,Y,F
PSUIN300160MICRO0137095,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,15300,5908,59,707300,Y,M
PSUIN300211MICRO0142256,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,37800,17167,41,832032,N,M
PSUIN300368MICRO0117124,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,55000,18180,41,332877,N,M
PSUIN30037MICRO013129,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,70200,26260,24,341250,Y,M
PSUIN300207MICRO0128018,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,96720,41738,27,474300,N,M
NBFCIN184AUTO46893,Q3,FY21,Retail,NBFC,Auto Loans,87230,82428,25,653028,N,F
NBFCIN185AUTO40871,Q3,FY19,Retail,NBFC,Auto Loans,294216,288665,48,1981799,Y,F
PSUNAUTO62LOA22301,Q3,FY21,Retail,PSU Bank,Auto Loans,193725,80921,52,398520,N,M
PSUNAUTO477LOA38740,Q3,FY19,Retail,PSU Bank,Auto Loans,469452,174764,45,3448342,N,M
NBFCIN010CCL72,Q3,FY19,Retail,NBFC,Credit Card,26818,7957,41,293580,Y,M
NBFCIN010CCL83,Q3,FY21,Retail,NBFC,Credit Card,28302,11680,59,308880,N,M
NBFCIN010CCL19X,Q3,FY19,Retail,NBFC,Credit Card,34882,15241,40,291312,Y,M
NBFCINCC30ZA0328,Q3,FY21,Retail,NBFC,Credit Card,34320,10692,49,305592,N,M
NBFCINCC30ZA08726,Q3,FY21,Retail,NBFC,Credit Card,37180,16386,48,306876,N,M
NBFCIN010CCL940,Q3,FY19,Retail,NBFC,Credit Card,58320,24944,40,297876,Y,M
NBFCIN010CCL19,Q3,FY19,Retail,NBFC,Credit Card,48410,11269,44,323400,N,M
NBFCIN010CCL28,Q3,FY20,Retail,NBFC,Credit Card,14552,5883,38,315864,Y,M
NBFCIN010CCL86,Q3,FY20,Retail,NBFC,Credit Card,23415,4784,36,326040,N,F
NBFCINCC30ZA01253,Q3,FY20,Retail,NBFC,Credit Card,33330,16090,49,304212,N,M
NBFCIN010CCL13,Q3,FY19,Retail,NBFC,Credit Card,19656,5383,55,312708,N,F
NBFCINCC30ZA01016,Q3,FY19,Retail,NBFC,Credit Card,38178,17347,52,318780,N,M
NBFCINCC30ZA05973,Q3,FY20,Retail,NBFC,Credit Card,39050,13802,56,323088,N,F
NBFCIN010CCL20,Q3,FY19,Retail,NBFC,Credit Card,5250,1532,34,318240,Y,M
NBFCIN010CCL79,Q3,FY20,Retail,NBFC,Credit Card,42336,21060,47,327420,Y,M
NBFCINCC30ZA09241,Q3,FY20,Retail,NBFC,Credit Card,40097,18579,31,328704,N,F
NBFCINCC30ZA03205,Q3,FY21,Retail,NBFC,Credit Card,47630,17623,61,333072,N,M
NBFCINCC30ZA08539,Q3,FY20,Retail,NBFC,Credit Card,22788,9163,53,320736,Y,M
NBFCINCC30ZA04534,Q3,FY20,Retail,NBFC,Credit Card,29580,12545,31,314568,N,F
NBFCIN010CCL56,Q3,FY19,Retail,NBFC,Credit Card,36977,18417,25,315792,N,M
NBFCIN010CCL12,Q3,FY20,Retail,NBFC,Credit Card,31240,6416,40,344004,Y,M
NBFCIN010CCL38,Q3,FY21,Retail,NBFC,Credit Card,11536,4985,57,335160,Y,M
NBFCINCC30ZA010632,Q3,FY21,Retail,NBFC,Credit Card,19688,9096,47,335160,N,M
NBFCIN010CCL54,Q3,FY20,Retail,NBFC,Credit Card,35420,12528,52,346032,N,M
NBFCIN010CCL76,Q3,FY21,Retail,NBFC,Credit Card,30456,10633,29,330480,Y,F
NBFCIN010CCL63,Q3,FY20,Retail,NBFC,Credit Card,18020,5801,35,342720,Y,M
PSUN42CC1342,Q3,FY20,Retail,PSU Bank,Credit Card,42460,19678,39,370800,N,F
PVTN72CCL5207,Q3,FY19,Retail,PVT Bank,Credit Card,37875,13275,35,409200,N,M
PVTN35CCL12219,Q3,FY20,Retail,PVT Bank,Credit Card,36612,17708,29,391872,N,M
PVTN58CCL8913,Q3,FY19,Retail,PVT Bank,Credit Card,43758,18809,50,422484,N,M
PVTN99CCL6369,Q3,FY19,Retail,PVT Bank,Credit Card,30992,19563,43,432864,Y,M
